"lang"
{
"Language" "brazilian"
		"GameUI_Disconnect_PureServer_Mismatch"		"Servidor puro: o arquivo do cliente não corresponde ao do servidor.\n\nhttps://support.steampowered.com/kb_article.php?ref=8285-YOAZ-6049"
		"GameUI_Disconnect_UserCmd"					"Erro ao processar comandos do usuário."
		"GameUI_Disconnect_RejectedByGame"			"Conexão rejeitada pela partida."
		"GameUI_Disconnect_MessageParseError"		"Falha ao analisar a mensagem."
		"GameUI_Disconnect_InvalidMessageError"		"A mensagem é inválida."
		"GameUI_Disconnect_Kicked"					"Expulso(a) pelo servidor."
		"GameUI_Disconnect_DeltaEntMessage"			"Muitas entidades no servidor."
		"GameUI_Disconnect_TempEntMessage"			"Muitas entidades temporárias no servidor."
		"GameUI_Disconnect_TickMessage"				"O servidor falhou ao escrever mensagem de tique no cliente."

		"GameUI_Disconnect_ConnectionTimedout"		"Não foi possível estabelecer uma conexão ao servidor."
		"GameUI_Disconnect_TimedOut"				"Não foi possível estabelecer uma conexão ao servidor."

		"GameUI_Disconnect_LocalProblem_ManyRelays"	"A conexão foi perdida, mesmo usando retransmissores de regiões geográficas diferentes. A causa mais provável é um problema com a sua conexão à internet."
		"GameUI_Disconnect_LocalProblem_HostedServerPrimaryRelay"	"O servidor perdeu a conexão com o retransmissor primário usado pelo cliente."
		"GameUI_Disconnect_LocalProblem_NetworkConfig"	"Verifique a sua conexão à internet. Não foi possível baixar a configuração de rede da CDN."
		"GameUI_Disconnect_LocalProblem_Other"	"Desconectado(a). Parece que há um problema com a sua conexão à internet."

		"GameUI_Disconnect_RemoteProblem_Timeout"			"O jogo não está mais recebendo pacotes do servidor remoto."
		"GameUI_Disconnect_RemoteProblem_TimeoutConnecting"	"O servidor não respondeu após várias tentativas de conexão."
		"GameUI_Disconnect_RemoteProblem_Other"				"Houve um problema ao comunicar-se com o servidor remoto."
		"GameUI_Disconnect_RemoteProblem_BadCrypt"			"O servidor remoto enviou um certificado inválido ou está configurado incorretamente."
		"GameUI_Disconnect_RemoteProblem_BadCert"			"O servidor remoto enviou um certificado que não pôde ser usado para autenticação."
		"GameUI_Disconnect_Disconnected"					"O servidor remoto encerrou a conexão."
		"GameUI_Disconnect_Unusual"							"Desconectado(a). Consulte o console do jogo para mais detalhes."
		"GameUI_Disconnect_InternalError"					"Desconectado(a) devido a um erro interno. Consulte o console do jogo para mais detalhes."

		"GameUI_ServerRejectBadChallenge"					"O pacote de desafio é inválido e foi rejeitado pelo servidor."
		"GameUI_ServerNoLobby"								"O servidor não está hospedando uma sala de partida."
		"Valve_Reject_Background_Map"						"O servidor está hospedando um mapa de plano de fundo."
		"Valve_Reject_Single_Player"						"O servidor está hospedando uma partida para um jogador."
		"Valve_Reject_Hidden_Game"							"O servidor está hospedando uma partida oculta."
		"GameUI_ServerRejectLANRestrict"					"O servidor está restrito a partidas em rede local (LAN)."
		"GameUI_ServerRejectBadPassword"					"A senha é inválida e foi rejeitada pelo servidor."
		"GameUI_ServerRejectServerFull"						"O servidor está cheio."
		"GameUI_ServerRejectInvalidReservation"				"A reserva no servidor é inválida."
		"GameUI_ServerRejectFailedChannel"					"O canal de rede é inválido e foi rejeitado pelo servidor."
		"Valve_Reject_Connect_From_Lobby"					"O servidor exige que os clientes conectem-se a partir de uma sala de partida."
		"Valve_Reject_Reserved_For_Lobby"					"O servidor está reservado para uma sala de partida."
		"GameUI_ServerReject_InvalidKeyLength"				"A chave é inválida e foi rejeitada pelo servidor."
		"GameUI_ServerRejectOldProtocol"					"O seu cliente está desatualizado."
		"GameUI_ServerRejectNewProtocol"					"O servidor está desatualizado."
		"GameUI_ServerRejectInvalidConnection"				"A conexão é inválida e foi rejeitada pelo servidor."
		"GameUI_ServerRejectInvalidCertLen"					"O certificado do cliente é inválido e foi rejeitado pelo servidor."
		"GameUI_ServerRejectInvalidSteamCertLen"			"O certificado do Steam é inválido e foi rejeitado pelo servidor."
		"GameUI_ServerRejectSteam"							"O Steam rejeitou a sua conexão ao servidor."
		"GameUI_ServerAuthDisabled"							"A autenticação do servidor está desativada."
		"GameUI_ServerCDKeyAuthInvalid"						"A autenticação do código de produto foi rejeitada pelo servidor."
		"GameUI_ServerRejectBanned"							"O seu cliente não tem permissão para entrar no servidor."

		"GameUI_Disconnect_ExitingEngine"					"O jogo está sendo encerrado."
		"GameUI_Disconnect_LoopShutdown"					"Ciclo de encerramento."
		"GameUI_Disconnect_LoopDeactivate"					"Ciclo desativado."
		"GameUI_Disconnect_Host_EndGame"					"A partida foi encerrada pelo host."
		"GameUI_Disconnect_LoopLevelLoadActivate"			"O ciclo de carregamento de mapas foi ativado."
		"GameUI_Disconnect_CreateServerFailed"				"Falha ao criar o servidor."
		"GameUI_Disconnect_Request_HSIdle"					"O host não responde."
		"GameUI_Disconnect_Request_HLTVRelay"				"O host é um retransmissor."
		"GameUI_ClientConsistencyFail"						"Falha na verificação de consistência do cliente."
		"GameUI_ClientUnableToCRCMap"						"Falha na verificação do mapa do cliente."
		"GameUI_ClientNoMap"								"O mapa necessário não existe no seu cliente."
		"GameUI_ClientDifferentMap"							"A sua versão do mapa difere da do servidor."
		"GameUI_ServerRequireSteams"						"O cliente e o servidor devem estar conectados ao Steam."
		"GameUI_Disconnect_SteamDeny_Misc"					"Conexão ao servidor negada pelo Steam."
		"GameUI_Disconnect_SteamDeny_BadAntiCheat"			"Conexão ao servidor negada pelo VAC."

		"GameUI_Disconnect_BadClientDeltaTick"				"Ticks de diferenciais do cliente fora de ordem."
		"GameUI_Disconnect_NoMoreSplits"					"Não há mais vagas divididas disponíveis."
		"GameUI_Disconnect_LeavingSplit"					"A vaga dividida foi desconectada."
		"GameUI_Disconnect_BadRelayPassword"				"A senha do retransmissor é inválida."
		"GameUI_Disconnect_BadServerPassword"				"A senha do servidor é inválida."
		"GameUI_Disconnect_BadSpectatorPassword"			"A senha de espectador é inválida."
		"GameUI_Disconnect_ConnectionFailure"				"Falha de conexão."
		"GameUI_Disconnect_NoPeerGroupHandlers"				"Grupo de pares de conexão ausente."
		"GameUI_Disconnect_BanAdded"						"Adicionado à lista de banidos."
		"GameUI_Disconnect_KickBanAdded"					"Expulso e banido."
		"GameUI_Disconnect_HLTVRestricted"					"O servidor da SourceTV é restrito a espectadores locais (classe C)."
		"GameUI_Disconnect_HLTVUnavailable"					"Nenhum retransmissor da SourceTV disponível."
		"GameUI_Disconnect_HLTVStop"						"A SourceTV foi interrompida."
		"GameUI_Disconnect_ReliableOverflow"				"Erro de estouro de buffer confiável."
		"GameUI_Disconnect_ReplayIncompatible"				"O replay não é compatível."
		"GameUI_Disconnect_ServerIncompatible"				"A versão do servidor não é compatível."
		"GameUI_Disconnect_ServerInfoOverflow"				"Estouro dos dados de informações."
		"GameUI_Disconnect_ServerShutdown"					"Desconectado do servidor. O servidor está sendo desligado."
		"GameUI_Disconnect_SnapshotOverflow"				"Erro de estouro de instantâneo confiável."
		"GameUI_Disconnect_SnapshotError"					"Erro ao enviar instantâneo."
		"GameUI_Disconnect_SteamDropped"					"Falha na autorização do Steam. Você precisa estabelecer uma conexão ao Steam para realizar a conexão inicial ao servidor."
		"GameUI_Disconnect_SteamIDBanned"					"O ID Steam do usuário foi banido."
		"GameUI_Disconnect_SteamIDInUse"					"O ID Steam do usuário já está sendo usado no servidor."
		"GameUI_Disconnect_SteamTicket"						"O ticket do ID Steam do usuário é inválido."
		"GameUI_Disconnect_SteamLogon"						"Nenhuma sessão iniciada no Steam."
		"GameUI_Disconnect_SteamInUse"						"Esta conta Steam está sendo usada em outro local."
		"GameUI_Disconnect_SteamOwnership"					"Não foi possível verificar a titularidade do jogo nesta conta Steam."
		"GameUI_Disconnect_SteamVAC"						"Banido pelo VAC de servidores protegidos."
		"GameUI_Disconnect_SteamTimeOut"					"O desafio do Valve Antitrapaça expirou. Confirme que não esteja usando nenhum programa que possa interferir no VAC e que o Steam esteja instalado corretamente."
		"GameUI_Disconnect_StringTableMessage"				"Erro ao salvar mensagem de atualização de tabelas de strings."

		"Workshop_Preview_ShowStatTrak"		"Exibir StatTrak™"
		"Workshop_Preview_ShowNameTag"		"Exibir etiqueta"
		"Workshop_Preview_Dialog_Title"		"Bancada da Oficina"
		"Workshop_Preview_Workbench"		"Bancada"
		"Workshop_Preview_Hold"				"Primeira pessoa"
		"Workshop_Preview_GreenScreen"		"Tela verde"
		"Workshop_Preview_SideView"			"Vista lateral"
		"Workshop_Preview_Inspect"			"Inspecionar"
		"Workshop_Preview_Variant"			"Variante"
		"Workshop_Preview_Discard"			"Descartar"
		"Workshop_Preview_Warning"			"Aviso!"
		"Workshop_Preview_Unsaved"			"Há alterações não salvas!"
		"Workshop_Preview_Roll"				"Rotacionar:"
		"Workshop_Preview_RangeParams"		"Parâmetros:"
		"Workshop_Preview_CurrentXOffset"	"Desloc. X atual:"
		"Workshop_Preview_CurrentYOffset"	"Desloc. Y atual:"
		"Workshop_Preview_CurrentRotation"	"Rotação atual:"
		"Workshop_Preview_X_Offset"			"Desloc. X"
		"Workshop_Preview_Y_Offset"			"Desloc. Y"
		"Workshop_Preview_Rotation"			"Rotação"
		"Workshop_Preview_Wear"				"Desgaste"
		"Workshop_Preview_CurrentWear"		"Desgaste atual:"
		"Workshop_Preview_Submit"			"Enviar"
		"Workshop_Preview_UVChart"			"Diagrama UV"
		"Workshop_Preview_Pattern"			"Padrão"
		"Workshop_Preview_Guide"			"Guia"
		"Workshop_Preview_Resources"		"Recursos"
		"Workshop_Preview_FAQ"				"Perguntas frequentes"
		
		"Workshop_Preview_Import"									"Importar TGA"
		"Workshop_Preview_Import_Success_Title"						"Importação bem-sucedida"
		"Workshop_Preview_Import_Success"							"Arquivo VTF criado no diretório do arquivo-fonte."
		"Workshop_Preview_Import_Error_Title"						"Falha na importação"
		"Workshop_Preview_Import_Error_Memory"						"Não foi possível reservar memória suficiente para a conversão. O arquivo de imagem pode estar corrompido."
		"Workshop_Preview_Import_Error_Reading_Image"				"Erro ao ler a imagem-fonte. O arquivo de imagem pode estar corrompido ou formatado incorretamente."
		"Workshop_Preview_Import_Error_Image_File_Corrupt"			"O arquivo de imagem está corrompido."
		"Workshop_Preview_Import_Error_TGA_Format_Not_Supported"	"Conversor incompatível com o formato TGA do arquivo. Formatos compatíveis: RGB de 24 bits e RGBA de 32 bits."
		"Workshop_Preview_Import_Error_Writing_Temp_Output"			"Erro ao criar arquivo temporário."
		"Workshop_Preview_Import_Error_Unexpected"					"Ocorreu um erro inesperado."

		// Published File Browser Dialog
		"Browse_Published_Files"		"Ver arquivos publicados"
		"Published_Files"				"Arquivos publicados:"
		"Button_Add"					"Adicionar"
		"Button_Delete"					"Excluir"
		"Button_Edit_nodots"			"Editar"
		"Button_Refresh"				"Atualizar"
		"Button_Weapon_Finish"			"Pintura de arma"
		"Button_Sticker"				"Adesivo"
		"Button_Spray"					"Grafite"
		"Button_Map"					"Mapa"
		"Button_Model"					"Modelo"
		"Button_Musickit"				"Trilha Sonora"
		"Button_All"					"Tudo"


		// Publish File Dialog
		"Frame_Untitled"				" "
		"Button_Edit"					"Editar..."
		"Button_Remove"					"Remover"
		"Label_Name"					"Nome"
		"Label_Directory"				"Diretório"
		"ShowFAQ"						"Mais informações..."
		"Note" 							"OBS"
		"Button_Search"					"Procurar..."
		"Warning"						"Aviso"
		"OK"							"OK"
		"Cancel_Button"					"Cancelar"
		"Publish_Button"				"Publicar"
		"Update_Button"					"Atualizar"
		"Preview_Image"					"Imagem de prévia:"
		"Title_Heading"					"Título:"
		"Description_Heading"			"Descrição:"
		"Workshop_Agreement"			"Li as perguntas frequentes da Oficina e aceito os termos do Acordo de Contribuição da Oficina Steam"
		"Workshop_Contest"				"Inscrever este item no concurso de 10 anos de CS:GO"
		"Copyrighted_Art"				"Estou ciente de que todos os envios da Oficina e artes associadas devem ser criações minhas ou dos meus co-colaboradores.\nCaso contrário o envio será removido, abro mão da parcela da renda e poderei ser banido da Oficina e/ou do Steam\nDigite \"I Understand\" (Estou ciente) na caixa abaixo e pressione o botão \"OK\" para continuar."
		"View_Agreement"				"Ver acordo"
		"Workshop_FAQ"					"Perguntas frequentes da Oficina do Counter-Strike"
		"Update_Desc"					"Novidades desta atualização:"

		// Map
		"Map_Frame_Title"				"Publicação de mapa"

		// Model
		"Model_Frame_Title"				"Publicação de modelo"
		"MDLFile"						"Arquivo MDL"
		"ModelSource"					"Arquivos-fonte do modelo"
		"Button_Weapon"					"Arma"
		"Button_Prop"					"Adereço"
		"Button_Other"					"Outros"

		// Weapon Publish
		"Frame_Title"					"Publicação de pintura de arma"
		"Workbench_Files"				"Arquivo da bancada (.txt):"
		"Image_Files"					"Arquivo-fonte da imagem (.tga):"
		"VTF_Files"						"Arquivo Valve Texture Format (.vtf):"
		"NormalVTF_Files"				"Normal no Formato de Textura da Valve (.vtf):"
		"NormalImage_Files"				"Arquivo-fonte da normal (.tga):"

		// Sticker Publish
		"Sticker_Frame_Title"			"Publicação de adesivo"
		"BaseVTF"						"VTF base"
		"ExponentVTF"					"VTF exponente [opcional]"
		"NormalMapVTF"					"VTF do mapa de normais"
		"HologramMaskVTF"				"VTF de máscara de holograma"
		"HologramSpectrumVTF"			"VTF de espectro do holograma"
		"BaseSource"					"Imagem-fonte base"
		"ExponentSource"				"Imagem-fonte exponente [opcional]"
		"NormalMapSource"				"Imagem-fonte do mapa de normais"
		"HologramMaskSource"			"Imagem-fonte de máscara do holograma"
		"HologramSpectrumSource"		"Imagem-fonte de espectro do holograma"

		// Music kit
		"Musickit_Frame_Title"			"Publicar trilha sonora"
		"Zipfile"						"Arquivo zip"
		
		// Tournament Item Submit
		"UI_File_Filter_SupportedImageFormats"	"Arquivos de imagem (*.png; *.jpg; *.jpeg)"

		"CSGO_Cfg_Items"					"Itens"
		"CSGO_Cfg_Items_Description"		"Pressione o botão abaixo para iniciar as ferramentas para criar itens a serem enviados à Oficina. É possível criar e editar itens, testá-los no jogo e enviá-los à Oficina do Counter-Strike 2."
		"CSGO_Cfg_Edit_Items"				"Iniciar ferramentas de itens da Oficina"
		"CSGO_Cfg_Maps"						"Mapas"
		"CSGO_Cfg_CreateAddonFileFailed"	"\nFalha ao criar arquivo de conteúdo \"%1\".\n\n%2"
		
		"GameUI_CDKey"			"Código de produto (CD Key)"
		"GameUI_EnterCDKey"		"Informe o código de produto.\nEle vem impresso na embalagem do CD."
		"GameUI_OK"			"OK"
		"GameUI_Quit"			"SAIR DO JOGO"

		"GameUI_QuitConfirmationTitle"  "SAIR DA PARTIDA"
		"GameUI_QuitConfirmationText"   "Deseja sair da partida agora?"
		"GameUI_ChangeGame"		"Alterar jogo"
		"GameUI_NoOtherGamesAvailable"  "Não há outras partidas disponíveis para jogar."

		"GameUI_DownloadFilter_Title"		"Quando um servidor tenta baixar conteúdo\npersonalizado para o seu computador"
		"GameUI_DownloadFilter_ALL"		"Permitir todos os arquivos"
		"GameUI_DownloadFilter_NoSounds"	"Não baixar sons"
		"GameUI_DownloadFilter_None"		"Não baixar nenhum arquivo"

		"LoadingProgress_SpawningServer"	"Iniciando servidor local..."
		"LoadingProgress_Changelevel"	"Mudando mapa..."
		"LoadingProgress_LoadMap"		"Carregando mundo..."
		"LoadingProgress_PrecacheWorld"		"Inicializando mundo..."
		"LoadingProgress_LoadResources"		"Carregando recursos..."
		"LoadingProgress_SignonLocal"		"Inicializando recursos..."
		"LoadingProgress_SignonDataLocal"	"Inicializando dados da partida..."
		"LoadingProgress_CompilingShaders"	"Compilando sombreadores (%s1 de %s2)..."

		"LoadingProgress_BeginConnect"		"Estabelecendo conexão ao servidor..."
		"LoadingProgress_Connecting"		"Conectando-se ao servidor..."
		"LoadingProgress_ProcessServerInfo"	"Coletando informações do servidor..."
		"LoadingProgress_SendClientInfo"	"Enviando informações do cliente..."
		"LoadingProgress_SignonData"		"Coletando dados da partida..."
		
		"LoadingProgress_CSFunLoading0"		"Alinhando os tiros na cabeça..."
		"LoadingProgress_CSFunLoading1"		"Recarregando os cartuchos e pentes..."
		"LoadingProgress_CSFunLoading2"		"Puxando o pino das granadas..."
		"LoadingProgress_CSFunLoading3"		"Enchendo os molotovs..."
		"LoadingProgress_CSFunLoading4"		"Estocando munição..."
		"LoadingProgress_CSFunLoading5"		"Guardando as balas..."
		"LoadingProgress_CSFunLoading6"		"Tirando a poeira do colete..."
		"LoadingProgress_CSFunLoading7"		"Remendando os capacetes..."
		"LoadingProgress_CSFunLoading8"		"Travando a mira..."
		"LoadingProgress_CSFunLoading9"		"Alinhando as granadas de fumaça..."
		"LoadingProgress_CSFunLoading10"	"Compensando o coice..."
		"LoadingProgress_CSFunLoading11"	"Equipando o equipamento..."
		"LoadingProgress_CSFunLoading12"	"Transferindo os sprays..."
		"LoadingProgress_CSFunLoading13"	"Calculando as linhas de visão..."
		"LoadingProgress_CSFunLoading14"	"Protegendo as posições..."
		"LoadingProgress_CSFunLoading15"	"Contando as primeiras vítimas..."
		"LoadingProgress_CSFunLoading16"	"Preparando a virada..."
		"LoadingProgress_CSFunLoading17"	"Analisando os flickshots..."
		"LoadingProgress_CSFunLoading18"	"Marcando os alvos de explosão..."
		"LoadingProgress_CSFunLoading19"	"Calibrando as lunetas de rifles..."
		"LoadingProgress_CSFunLoading20"	"Movimentando-se evasivamente..."
		"LoadingProgress_CSFunLoading21"	"Praticando saltos consecutivos..."
		"LoadingProgress_CSFunLoading22"	"Andando nas pontinhas dos pés..."
		"LoadingProgress_CSFunLoading23"	"Correndo e atirando..."
		"LoadingProgress_CSFunLoading24"	"Mantendo o ângulo..."
		"LoadingProgress_CSFunLoading25"	"Definindo as estratégias..."
		"LoadingProgress_CSFunLoading26"	"Chocando as galinhas..."
		"LoadingProgress_CSFunLoading27"	"Rushando B..."
		"LoadingProgress_CSFunLoading28"	"Espremendo os limões..."
		"LoadingProgress_CSFunLoading29"	"Dando um passeio..."
		"LoadingProgress_CSFunLoading30"	"Plantando na passarela..."
		"LoadingProgress_CSFunLoading31"	"Incrementando os StatTraks..."
		"LoadingProgress_CSFunLoading32"	"Memorizando os nomes das posições..."
		"LoadingProgress_CSFunLoading33"	"Espiando o meio..."
		"LoadingProgress_CSFunLoading34"	"Recolhendo os invólucros das balas..."
		"LoadingProgress_CSFunLoading35"	"Jogando uma granada de luz..."
		"LoadingProgress_CSFunLoading36"	"Levando os reféns..."
		"LoadingProgress_CSFunLoading37"	"Contra-atacando novamente..."
		"LoadingProgress_CSFunLoading38"	"Ajustando as miras..."
		"LoadingProgress_CSFunLoading39"	"Inspecionando as armas..."
		"LoadingProgress_CSFunLoading40"	"Aceitando..."
		"LoadingProgress_CSFunLoading41"	"Comprando para os aliados..."
		"LoadingProgress_CSFunLoading42"	"Fazendo amizades..."
		"LoadingProgress_CSFunLoading43"	"Limpando os grafites..."
		"LoadingProgress_CSFunLoading44"	"Pintando a porta azul..."
		"LoadingProgress_CSFunLoading45"	"Trocando as janelas..."
		"LoadingProgress_CSFunLoading46"	"Demarcando as zonas de compra..."
